,labels,texts
10,neutral,"The tailor worked and worked, and he talked to himself: ""No breadth at all, and cut on the cross; it is no breadth at all; tippets for mice and ribbons for mobs! for mice!"" said the Tailor of Gloucester."
11,neutral,"When the snow-flakes came down against the small leaded window- panes and shut out the light, the tailor had done his day's work; all the silk and satin lay cut out upon the table."
12,neutral,"There were twelve pieces for the coat and four pieces for the waistcoat; and there were pocket-flaps and cuffs and buttons, all in order."
13,neutral,"For the lining of the coat there was fine yellow taffeta, and for the button- holes of the waistcoat there was cherry-coloured twist."
14,neutral,"And everything was ready to sew together in the morning, all measured and sufficient--except that there was wanting just one single skein of cherry-coloured twisted silk."
15,neutral,The tailor came out of his shop at dark.
16,neutral,"No one lived there at nights but little brown mice, and THEY ran in and out without any keys!"
17,neutral,"For behind the wooden wainscots of all the old houses in Gloucester, there are little mouse staircases and secret trap-doors; and the mice run from house to house through those long, narrow passages."
18,neutral,But the tailor came out of his shop and shuffled home through the snow.
19,neutral,"And although it was not a big house, the tailor was so poor he only rented the kitchen."
20,neutral,He lived alone with his cat; it was called Simpkin.
21,neutral,"""Miaw?"" said the cat when the tailor opened the door, ""miaw?"""
22,sadness,"The tailor replied: ""Simpkin, we shall make our fortune, but I am worn to a ravelling."
23,neutral,"Take this groat (which is our last fourpence), and, Simpkin, take a china pipkin, but a penn'orth of bread, a penn'orth of milk, and a penn'orth of sausages."
24,neutral,"And oh, Simpkin, with the last penny of our fourpence but me one penn'orth of cherry-coloured silk."
25,neutral,"But do not lose the last penny of the fourpence, Simpkin, or I am undone and worn to a thread-paper, for I have NO MORE TWIST."""
26,neutral,"Then Simpkin again said ""Miaw!"" and took the groat and the pipkin, and went out into the dark."
27,neutral,The tailor was very tired and beginning to be ill.
28,neutral,He sat down by the hearth and talked to himself about that wonderful coat.
29,neutral,"""I shall make my fortune--to be cut bias--the Mayor of Gloucester is to be married on Christmas Day in the morning, and he hath ordered a coat and an embroidered waistcoat--"""
30,surprise,"Then the tailor started; for suddenly, interrupting him, from the dresser at the other side of the kitchen came a number of little noises--"
31,neutral,"Tip tap, tip tap, tip tap tip!"
32,surprise,"""Now what can that be?"" said the Tailor of Gloucester, jumping up from his chair."
33,neutral,"The tailor crossed the kitchen, and stood quite still beside the dresser, listening, and peering through his spectacles."
34,surprise,"""This is very peculiar,"" said the Tailor of Gloucester, and he lifted up the tea-cup which was upside down."
35,neutral,"Out stepped a little live lady mouse, and made a courtesy to the tailor!"
36,neutral,"Then she hopped away down off the dresser, and under the wainscot."
37,neutral,"The tailor sat down again by the fire, warming his poor cold hands."
38,neutral,"But all at once, from the dresser, there came other little noises--"
39,neutral,"Tip tap, tip tap, tip tap tip!"
40,surprise,"""This is passing extraordinary!"" said the Tailor of Gloucester, and turned over another tea-cup, which was upside down."
41,neutral,"Out stepped a little gentleman mouse, and made a bow to the tailor!"
42,neutral,"And out from under tea-cups and from under bowls and basins, stepped other and more little mice, who hopped away down off the dresser and under the wainscot."
43,neutral,"The tailor sat down, close over the fire, lamenting: ""One-and-twenty buttonholes of cherry-coloured silk!"
44,neutral,To be finished by noon of Saturday: and this is Tuesday evening.
45,neutral,"Was it right to let loose those mice, undoubtedly the property of Simpkin?"
46,anger,"Alack, I am undone, for I have no more twist!"""
47,neutral,The little mice came out again and listened to the tailor; they took notice of the pattern of that wonderful coat.
48,neutral,They whispered to one another about the taffeta lining and about little mouse tippets.
49,neutral,"And then suddenly they all ran away together down the passage behind the wainscot, squeaking and calling to one another as they ran from house to house."
50,neutral,Not one mouse was left in the tailor's kitchen when Simpkin came back.
51,surprise,"He set down the pipkin of milk upon the dresser, and looked suspiciously at the tea-cups."
52,surprise,He wanted his supper of little fat mouse!
53,neutral,"""Simpkin,"" said the tailor, ""where is my TWIST?"""
54,anger,"But Simpkin hid a little parcel privately in the tea-pot, and spit and growled at the tailor; and if Simpkin had been able to talk, he would have asked: ""Where is my MOUSE?"""
55,sadness,"""Alack, I am undone!"" said the Tailor of Gloucester, and went sadly to bed."
56,neutral,"All that night long Simpkin hunted and searched through the kitchen, peeping into cupboards and under the wainscot, and into the tea-pot where he had hidden that twist; but still he found never a mouse!"
57,sadness,"The poor old tailor was very ill with a fever, tossing and turning in his four-post bed; and still in his dreams he mumbled: ""No more twist! no more twist!"""
58,neutral,What should become of the cherry- coloured coat?
59,neutral,"Who should come to sew it, when the window was barred, and the door was fast locked?"
60,neutral,"Out-of-doors the market folks went trudging through the snow to buy their geese and turkeys, and to bake their Christmas pies; but there would be no dinner for Simpkin and the poor old tailor of Gloucester."
