,Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,Month,Year
1316,1,2010-08-15,83,66,74.5,62,67.0,0.0,10.0,0.0,8,2010
1317,2,2010-08-15,84,67,75.5,62,68.0,0.0,11.0,0.0,8,2010
1318,1,2010-08-16,80,63,71.5,54,62.0,0.0,7.0,0.0,8,2010
1319,2,2010-08-16,80,64,72.0,54,62.0,0.0,7.0,0.0,8,2010
1320,1,2010-08-17,79,64,71.5,57,63.0,0.0,7.0,0.03,8,2010
1321,2,2010-08-17,79,65,72.0,57,63.0,0.0,7.0,0.03,8,2010
1322,1,2010-08-18,84,63,73.5,61,66.0,0.0,9.0,0.05,8,2010
1323,2,2010-08-18,83,64,73.5,60,65.0,0.0,9.0,0.04,8,2010
1324,1,2010-08-19,88,66,77.0,65,69.0,0.0,12.0,0.0,8,2010
1325,2,2010-08-19,87,69,78.0,63,69.0,0.0,13.0,0.0,8,2010
1326,1,2010-08-20,92,71,81.5,68,72.0,0.0,17.0,0.03,8,2010
1327,2,2010-08-20,93,75,84.0,66,71.0,0.0,19.0,0.0,8,2010
1328,1,2010-08-21,86,71,78.5,69,72.0,0.0,14.0,0.45,8,2010
1329,2,2010-08-21,86,71,78.5,68,71.0,0.0,14.0,0.59,8,2010
1330,1,2010-08-22,81,68,74.5,64,67.0,0.0,10.0,0.0,8,2010
1331,2,2010-08-22,80,68,74.0,64,68.0,0.0,9.0,0.0,8,2010
1332,1,2010-08-23,80,65,72.5,63,67.0,0.0,8.0,0.0,8,2010
1333,2,2010-08-23,78,67,72.5,63,67.0,0.0,8.0,0.0,8,2010
1334,1,2010-08-24,84,64,74.0,62,66.0,0.0,9.0,0.0,8,2010
1335,2,2010-08-24,81,68,74.5,61,66.0,0.0,10.0,0.0,8,2010
1336,1,2010-08-25,79,61,70.0,51,59.0,0.0,5.0,0.0,8,2010
1337,2,2010-08-25,79,63,71.0,50,59.0,0.0,6.0,0.0,8,2010
1338,1,2010-08-26,79,59,69.0,52,59.0,0.0,4.0,0.0,8,2010
1339,2,2010-08-26,78,62,70.0,52,59.0,0.0,5.0,0.0,8,2010
1340,1,2010-08-27,86,59,72.5,56,63.0,0.0,8.0,0.0,8,2010
1341,2,2010-08-27,83,61,72.0,53,61.0,0.0,7.0,0.0,8,2010
1342,1,2010-08-28,88,65,76.5,54,63.0,0.0,12.0,0.0,8,2010
1343,2,2010-08-28,87,65,76.0,50,61.0,0.0,11.0,0.0,8,2010
1344,1,2010-08-29,94,71,82.5,66,71.0,0.0,18.0,0.0,8,2010
1345,2,2010-08-29,93,72,82.5,63,69.0,0.0,18.0,0.0,8,2010
1346,1,2010-08-30,88,74,81.0,67,72.0,0.0,16.0,0.0,8,2010
1347,2,2010-08-30,88,73,80.5,65,70.0,0.0,16.0,0.0,8,2010
1348,1,2010-08-31,93,75,84.0,68,73.0,0.0,19.0,0.0,8,2010
1349,2,2010-08-31,92,75,83.5,67,72.0,0.0,19.0,0.0,8,2010
1350,1,2010-09-01,81,71,76.0,68,70.0,0.0,11.0,0.17,9,2010
1351,2,2010-09-01,80,71,75.5,66,70.0,0.0,11.0,0.14,9,2010
1352,1,2010-09-02,83,65,74.0,68,70.0,0.0,9.0,1.55,9,2010
1353,2,2010-09-02,83,66,74.5,67,70.0,0.0,10.0,0.92,9,2010
1354,1,2010-09-03,70,56,63.0,52,57.0,2.0,0.0,0.0,9,2010
1355,2,2010-09-03,72,57,64.5,51,57.0,0.0,0.0,0.0,9,2010
1356,1,2010-09-04,68,51,59.5,44,51.0,5.0,0.0,0.0,9,2010
1357,2,2010-09-04,68,52,60.0,43,51.0,5.0,0.0,0.0,9,2010
1358,1,2010-09-05,76,49,62.5,50,56.0,2.0,0.0,0.0,9,2010
1359,2,2010-09-05,77,52,64.5,48,56.0,0.0,0.0,0.0,9,2010
1360,1,2010-09-06,82,66,74.0,52,61.0,0.0,9.0,0.0,9,2010
1361,2,2010-09-06,84,68,76.0,50,60.0,0.0,11.0,0.0,9,2010
1362,1,2010-09-07,77,58,67.5,49,58.0,0.0,3.0,0.0,9,2010
1363,2,2010-09-07,79,60,69.5,47,58.0,0.0,5.0,0.0,9,2010
1364,1,2010-09-08,71,51,61.0,48,54.0,4.0,0.0,0.0,9,2010
1365,2,2010-09-08,71,53,62.0,47,54.0,3.0,0.0,0.0,9,2010
1366,1,2010-09-09,67,50,58.5,49,54.0,6.0,0.0,0.0,9,2010
1367,2,2010-09-09,68,53,60.5,49,55.0,4.0,0.0,0.0,9,2010
1368,1,2010-09-10,72,55,63.5,51,58.0,1.0,0.0,0.0,9,2010
1369,2,2010-09-10,72,59,65.5,50,57.0,0.0,1.0,0.0,9,2010
1370,1,2010-09-11,75,58,66.5,55,59.0,0.0,2.0,0.24,9,2010
1371,2,2010-09-11,75,59,67.0,54,59.0,0.0,2.0,0.16,9,2010
1372,1,2010-09-12,83,54,68.5,51,59.0,0.0,4.0,0.0,9,2010
1373,2,2010-09-12,83,53,68.0,50,59.0,0.0,3.0,0.0,9,2010
1374,1,2010-09-13,82,57,69.5,50,59.0,0.0,5.0,0.0,9,2010
1375,2,2010-09-13,82,61,71.5,53,60.0,0.0,7.0,0.0,9,2010
1376,1,2010-09-14,77,54,65.5,49,57.0,0.0,1.0,0.0,9,2010
1377,2,2010-09-14,77,58,67.5,48,57.0,0.0,3.0,0.0,9,2010
1378,1,2010-09-15,75,59,67.0,54,60.0,0.0,2.0,0.0,9,2010
1379,2,2010-09-15,75,61,68.0,52,59.0,0.0,3.0,0.04,9,2010
1380,1,2010-09-16,69,53,61.0,56,59.0,4.0,0.0,0.16,9,2010
1381,2,2010-09-16,70,57,63.5,55,59.0,1.0,0.0,0.03,9,2010
1382,1,2010-09-17,74,49,61.5,50,56.0,3.0,0.0,0.0,9,2010
1383,2,2010-09-17,74,51,62.5,49,56.0,2.0,0.0,0.0,9,2010
1384,1,2010-09-18,65,58,61.5,55,58.0,3.0,0.0,0.35,9,2010
1385,2,2010-09-18,66,60,63.0,55,58.0,2.0,0.0,0.22,9,2010
1386,1,2010-09-19,67,55,61.0,49,55.0,4.0,0.0,0.0,9,2010
1387,2,2010-09-19,68,56,62.0,48,55.0,3.0,0.0,0.01,9,2010
1388,1,2010-09-20,75,62,68.5,60,63.0,0.0,4.0,0.0,9,2010
1389,2,2010-09-20,77,63,70.0,60,64.0,0.0,5.0,0.0,9,2010
1390,1,2010-09-21,88,68,78.0,64,68.0,0.0,13.0,0.05,9,2010
1391,2,2010-09-21,89,67,78.0,62,67.0,0.0,13.0,0.03,9,2010
1392,1,2010-09-22,74,63,68.5,61,63.0,0.0,4.0,0.0,9,2010
1393,2,2010-09-22,75,64,69.5,61,63.0,0.0,5.0,0.0,9,2010
1394,1,2010-09-23,89,65,77.0,62,68.0,0.0,12.0,0.0,9,2010
1395,2,2010-09-23,90,66,78.0,61,68.0,0.0,13.0,0.0,9,2010
1396,1,2010-09-24,80,56,68.0,54,59.0,0.0,3.0,0.26,9,2010
1397,2,2010-09-24,79,57,68.0,53,59.0,0.0,3.0,0.2,9,2010
1398,1,2010-09-25,60,52,56.0,43,49.0,9.0,0.0,0.0,9,2010
1399,2,2010-09-25,60,52,56.0,43,49.0,9.0,0.0,0.0,9,2010
1400,1,2010-09-26,60,50,55.0,45,49.0,10.0,0.0,0.0,9,2010
1401,2,2010-09-26,60,52,56.0,44,50.0,9.0,0.0,0.05,9,2010
1402,1,2010-09-27,65,48,56.5,45,50.0,8.0,0.0,0.0,9,2010
1403,2,2010-09-27,63,49,56.0,46,50.0,9.0,0.0,0.01,9,2010
1404,1,2010-09-28,71,46,58.5,45,52.0,6.0,0.0,0.0,9,2010
1405,2,2010-09-28,70,46,58.0,44,51.0,7.0,0.0,0.0,9,2010
1406,1,2010-09-29,75,52,63.5,48,55.0,1.0,0.0,0.0,9,2010
1407,2,2010-09-29,76,50,63.0,45,54.0,2.0,0.0,0.0,9,2010
1408,1,2010-09-30,74,52,63.0,49,55.0,2.0,0.0,0.0,9,2010
1409,2,2010-09-30,75,53,64.0,49,55.0,1.0,0.0,0.0,9,2010
1410,1,2010-10-01,73,48,60.5,44,52.0,4.0,0.0,0.08,10,2010
1411,2,2010-10-01,74,49,61.5,43,52.0,3.0,0.0,0.02,10,2010
1412,1,2010-10-02,57,45,51.0,41,46.0,14.0,0.0,0.26,10,2010
1413,2,2010-10-02,55,46,50.5,42,47.0,14.0,0.0,0.25,10,2010
1414,1,2010-10-03,56,42,49.0,39,44.0,16.0,0.0,0.08,10,2010
1415,2,2010-10-03,57,43,50.0,38,44.0,15.0,0.0,0.01,10,2010
1416,1,2010-10-04,60,38,49.0,39,45.0,16.0,0.0,0.0,10,2010
1417,2,2010-10-04,59,41,50.0,39,45.0,15.0,0.0,0.0,10,2010
1418,1,2010-10-05,68,39,53.5,38,46.0,11.0,0.0,0.0,10,2010
1419,2,2010-10-05,66,40,53.0,37,46.0,12.0,0.0,0.0,10,2010
1420,1,2010-10-06,78,46,62.0,44,53.0,3.0,0.0,0.0,10,2010
1421,2,2010-10-06,78,45,61.5,43,52.0,3.0,0.0,0.0,10,2010
1422,1,2010-10-07,76,49,62.5,39,50.0,2.0,0.0,0.0,10,2010
1423,2,2010-10-07,76,49,62.5,40,51.0,2.0,0.0,0.0,10,2010
1424,1,2010-10-08,79,48,63.5,40,52.0,1.0,0.0,0.0,10,2010
1425,2,2010-10-08,79,49,64.0,37,51.0,1.0,0.0,0.0,10,2010
1426,1,2010-10-09,86,55,70.5,52,59.0,0.0,6.0,0.0,10,2010
1427,2,2010-10-09,87,56,71.5,49,59.0,0.0,7.0,0.0,10,2010
1428,1,2010-10-10,84,57,70.5,50,59.0,0.0,6.0,0.0,10,2010
1429,2,2010-10-10,84,59,71.5,50,59.0,0.0,7.0,0.0,10,2010
1430,1,2010-10-11,82,54,68.0,52,58.0,0.0,3.0,0.0,10,2010
1431,2,2010-10-11,81,57,69.0,53,59.0,0.0,4.0,0.0,10,2010
1432,1,2010-10-12,76,52,64.0,54,58.0,1.0,0.0,0.0,10,2010
1433,2,2010-10-12,76,54,65.0,54,59.0,0.0,0.0,0.0,10,2010
1434,1,2010-10-13,66,47,56.5,46,52.0,8.0,0.0,0.1,10,2010
1435,2,2010-10-13,63,48,55.5,48,53.0,9.0,0.0,0.26,10,2010
1436,1,2010-10-14,66,43,54.5,32,45.0,10.0,0.0,0.0,10,2010
1437,2,2010-10-14,66,43,54.5,32,45.0,10.0,0.0,0.0,10,2010
1438,1,2010-10-15,63,44,53.5,41,47.0,11.0,0.0,0.0,10,2010
1439,2,2010-10-15,62,47,54.5,41,47.0,10.0,0.0,0.0,10,2010
1440,1,2010-10-16,71,40,55.5,39,48.0,9.0,0.0,0.0,10,2010
1441,2,2010-10-16,71,44,57.5,39,48.0,7.0,0.0,0.0,10,2010
1442,1,2010-10-17,65,47,56.0,36,46.0,9.0,0.0,0.0,10,2010
1443,2,2010-10-17,64,48,56.0,38,47.0,9.0,0.0,0.0,10,2010
1444,1,2010-10-18,61,43,52.0,40,47.0,13.0,0.0,0.0,10,2010
1445,2,2010-10-18,60,45,52.5,41,47.0,12.0,0.0,0.0,10,2010
1446,1,2010-10-19,60,39,49.5,35,43.0,15.0,0.0,0.0,10,2010
1447,2,2010-10-19,61,40,50.5,35,44.0,14.0,0.0,0.0,10,2010
1448,1,2010-10-20,70,44,57.0,35,46.0,8.0,0.0,0.0,10,2010
1449,2,2010-10-20,70,46,58.0,35,46.0,7.0,0.0,0.0,10,2010
1450,1,2010-10-21,56,38,47.0,30,40.0,18.0,0.0,0.0,10,2010
1451,2,2010-10-21,56,41,48.5,29,40.0,16.0,0.0,0.0,10,2010
1452,1,2010-10-22,64,33,48.5,31,42.0,16.0,0.0,0.02,10,2010
1453,2,2010-10-22,65,37,51.0,29,42.0,14.0,0.0,0.01,10,2010
1454,1,2010-10-23,65,54,59.5,47,53.0,5.0,0.0,0.1,10,2010
1455,2,2010-10-23,67,54,60.5,43,52.0,4.0,0.0,0.21,10,2010
1456,1,2010-10-24,72,54,63.0,53,57.0,2.0,0.0,0.05,10,2010
1457,2,2010-10-24,73,57,65.0,51,57.0,0.0,0.0,1.01,10,2010
1458,1,2010-10-25,72,56,64.0,56,60.0,1.0,0.0,0.0,10,2010
1459,2,2010-10-25,72,57,64.5,56,60.0,0.0,0.0,0.01,10,2010
1460,1,2010-10-26,70,54,62.0,47,53.0,3.0,0.0,0.24,10,2010
1461,2,2010-10-26,71,54,62.5,47,54.0,2.0,0.0,0.4,10,2010
1462,1,2010-10-27,65,43,54.0,32,44.0,11.0,0.0,0.0,10,2010
1463,2,2010-10-27,65,43,54.0,31,45.0,11.0,0.0,0.0,10,2010
1464,1,2010-10-28,46,39,42.5,31,38.0,22.0,0.0,0.0,10,2010
1465,2,2010-10-28,46,39,42.5,30,38.0,22.0,0.0,0.0,10,2010
1466,1,2010-10-29,50,31,40.5,27,36.0,24.0,0.0,0.0,10,2010
1467,2,2010-10-29,50,33,41.5,26,36.0,23.0,0.0,0.0,10,2010
1468,1,2010-10-30,63,42,52.5,32,42.0,12.0,0.0,0.0,10,2010
1469,2,2010-10-30,63,41,52.0,32,42.0,13.0,0.0,0.0,10,2010
1470,1,2010-10-31,52,36,44.0,30,38.0,21.0,0.0,0.0,10,2010
1471,2,2010-10-31,52,39,45.5,31,40.0,19.0,0.0,0.0,10,2010
1472,1,2011-05-01,63,47,55.0,37,47.0,10.0,0.0,0.0,5,2011
1473,2,2011-05-01,64,52,58.0,37,48.0,7.0,0.0,0.0,5,2011
1474,1,2011-05-02,59,42,50.5,31,42.0,14.0,0.0,0.0,5,2011
1475,2,2011-05-02,60,43,51.5,31,42.0,13.0,0.0,0.0,5,2011
1476,1,2011-05-03,50,37,43.5,31,38.0,21.0,0.0,0.0,5,2011
1477,2,2011-05-03,51,38,44.5,30,38.0,20.0,0.0,0.0,5,2011
1478,1,2011-05-04,59,37,48.0,29,40.0,17.0,0.0,0.0,5,2011
1479,2,2011-05-04,57,37,47.0,29,40.0,18.0,0.0,0.0,5,2011
1480,1,2011-05-05,63,35,49.0,40,46.0,16.0,0.0,0.06,5,2011
1481,2,2011-05-05,62,41,51.5,39,46.0,13.0,0.0,0.1,5,2011
1482,1,2011-05-06,68,44,56.0,39,48.0,9.0,0.0,0.0,5,2011
1483,2,2011-05-06,69,45,57.0,39,49.0,8.0,0.0,0.0,5,2011
1484,1,2011-05-07,60,43,51.5,44,48.0,13.0,0.0,0.0,5,2011
1485,2,2011-05-07,60,46,53.0,46,50.0,12.0,0.0,0.0,5,2011
1486,1,2011-05-08,68,39,53.5,43,49.0,11.0,0.0,0.0,5,2011
1487,2,2011-05-08,68,44,56.0,44,50.0,9.0,0.0,0.0,5,2011
1488,1,2011-05-09,73,47,60.0,45,53.0,5.0,0.0,0.0,5,2011
1489,2,2011-05-09,74,51,62.5,46,55.0,2.0,0.0,0.0,5,2011
1490,1,2011-05-10,90,62,76.0,61,66.0,0.0,11.0,0.0,5,2011
1491,2,2011-05-10,91,64,77.5,60,66.0,0.0,13.0,0.0,5,2011
1492,1,2011-05-11,87,63,75.0,66,68.0,0.0,10.0,0.13,5,2011
1493,2,2011-05-11,88,67,77.5,65,69.0,0.0,13.0,0.28,5,2011
1494,1,2011-05-12,86,58,72.0,63,66.0,0.0,7.0,0.29,5,2011
1495,2,2011-05-12,87,63,75.0,61,66.0,0.0,10.0,0.02,5,2011
1496,1,2011-05-13,77,47,62.0,54,56.0,3.0,0.0,0.02,5,2011
1497,2,2011-05-13,77,47,62.0,54,57.0,3.0,0.0,0.01,5,2011
1498,1,2011-05-14,53,45,49.0,47,48.0,16.0,0.0,0.31,5,2011
1499,2,2011-05-14,51,46,48.5,46,47.0,16.0,0.0,0.43,5,2011
1500,1,2011-05-15,46,41,43.5,36,41.0,21.0,0.0,0.31,5,2011
1501,2,2011-05-15,48,42,45.0,38,42.0,20.0,0.0,0.37,5,2011
1502,1,2011-05-16,52,37,44.5,30,40.0,20.0,0.0,0.0,5,2011
1503,2,2011-05-16,53,40,46.5,31,40.0,18.0,0.0,0.0,5,2011
1504,1,2011-05-17,60,40,50.0,33,43.0,15.0,0.0,0.0,5,2011
1505,2,2011-05-17,60,40,50.0,35,44.0,15.0,0.0,0.0,5,2011
1506,1,2011-05-18,57,49,53.0,48,49.0,12.0,0.0,0.07,5,2011
1507,2,2011-05-18,61,50,55.5,49,51.0,9.0,0.0,0.03,5,2011
1508,1,2011-05-19,72,49,60.5,53,56.0,4.0,0.0,0.0,5,2011
1509,2,2011-05-19,73,50,61.5,53,55.0,3.0,0.0,0.0,5,2011
1510,1,2011-05-20,73,50,61.5,54,57.0,3.0,0.0,0.0,5,2011
1511,2,2011-05-20,72,50,61.0,53,56.0,4.0,0.0,0.0,5,2011
1512,1,2011-05-21,75,50,62.5,59,62.0,2.0,0.0,0.01,5,2011
1513,2,2011-05-21,76,51,63.5,59,62.0,1.0,0.0,0.0,5,2011
1514,1,2011-05-22,87,61,74.0,60,64.0,0.0,9.0,0.58,5,2011
1515,2,2011-05-22,88,65,76.5,59,65.0,0.0,12.0,0.12,5,2011
1516,1,2011-05-23,79,60,69.5,59,64.0,0.0,5.0,0.0,5,2011
1517,2,2011-05-23,80,65,72.5,59,64.0,0.0,8.0,0.0,5,2011
1518,1,2011-05-24,66,47,56.5,47,51.0,8.0,0.0,0.11,5,2011
1519,2,2011-05-24,69,48,58.5,47,53.0,6.0,0.0,0.01,5,2011
1520,1,2011-05-25,67,47,57.0,52,53.0,8.0,0.0,2.24,5,2011
1521,2,2011-05-25,75,49,62.0,53,55.0,3.0,0.0,1.9,5,2011
1522,1,2011-05-26,49,43,46.0,40,43.0,19.0,0.0,1.06,5,2011
1523,2,2011-05-26,50,43,46.5,40,43.0,18.0,0.0,0.61,5,2011
1524,1,2011-05-27,58,40,49.0,41,46.0,16.0,0.0,0.0,5,2011
1525,2,2011-05-27,58,42,50.0,41,46.0,15.0,0.0,0.01,5,2011
1526,1,2011-05-28,62,51,56.5,55,55.0,8.0,0.0,0.12,5,2011
1527,2,2011-05-28,64,52,58.0,55,57.0,7.0,0.0,0.23,5,2011
1528,1,2011-05-29,70,52,61.0,59,60.0,4.0,0.0,1.88,5,2011
1529,2,2011-05-29,72,57,64.5,60,61.0,0.0,0.0,0.92,5,2011
1530,1,2011-05-30,88,56,72.0,65,69.0,0.0,7.0,0.0,5,2011
1531,2,2011-05-30,90,65,77.5,65,70.0,0.0,13.0,0.0,5,2011
1532,1,2011-05-31,85,69,77.0,64,68.0,0.0,12.0,0.08,5,2011
1533,2,2011-05-31,88,69,78.5,65,70.0,0.0,14.0,0.0,5,2011
1534,1,2011-06-01,81,59,70.0,49,59.0,0.0,5.0,0.0,6,2011
1535,2,2011-06-01,82,63,72.5,49,59.0,0.0,8.0,0.0,6,2011
1536,1,2011-06-02,69,56,62.5,44,53.0,2.0,0.0,0.02,6,2011
1537,2,2011-06-02,69,57,63.0,45,53.0,2.0,0.0,0.0,6,2011
1538,1,2011-06-03,87,55,71.0,62,67.0,0.0,6.0,0.01,6,2011
1539,2,2011-06-03,88,57,72.5,61,67.0,0.0,8.0,0.18,6,2011
1540,1,2011-06-04,92,64,78.0,64,68.0,0.0,13.0,0.18,6,2011
1541,2,2011-06-04,91,67,79.0,64,69.0,0.0,14.0,0.5,6,2011
1542,1,2011-06-05,85,60,72.5,55,62.0,0.0,8.0,0.0,6,2011
1543,2,2011-06-05,84,63,73.5,55,62.0,0.0,9.0,0.01,6,2011
1544,1,2011-06-06,93,60,76.5,64,69.0,0.0,12.0,0.0,6,2011
1545,2,2011-06-06,94,62,78.0,63,69.0,0.0,13.0,0.0,6,2011
1546,1,2011-06-07,96,75,85.5,65,72.0,0.0,21.0,0.0,6,2011
1547,2,2011-06-07,96,77,86.5,64,72.0,0.0,22.0,0.0,6,2011
1548,1,2011-06-08,95,66,80.5,64,71.0,0.0,16.0,0.17,6,2011
1549,2,2011-06-08,96,67,81.5,63,71.0,0.0,17.0,0.69,6,2011
1550,1,2011-06-09,69,50,59.5,52,55.0,5.0,0.0,0.93,6,2011
1551,2,2011-06-09,69,52,60.5,54,56.0,4.0,0.0,2.17,6,2011
1552,1,2011-06-10,69,51,60.0,56,57.0,5.0,0.0,0.52,6,2011
1553,2,2011-06-10,71,51,61.0,56,58.0,4.0,0.0,0.44,6,2011
1554,1,2011-06-11,62,52,57.0,54,55.0,8.0,0.0,0.03,6,2011
1555,2,2011-06-11,65,53,59.0,54,56.0,6.0,0.0,0.1,6,2011
1556,1,2011-06-12,64,50,57.0,45,52.0,8.0,0.0,0.0,6,2011
1557,2,2011-06-12,64,51,57.5,45,52.0,7.0,0.0,0.0,6,2011
1558,1,2011-06-13,72,54,63.0,43,53.0,2.0,0.0,0.0,6,2011
1559,2,2011-06-13,71,56,63.5,43,53.0,1.0,0.0,0.0,6,2011
1560,1,2011-06-14,77,53,65.0,49,56.0,0.0,0.0,0.0,6,2011
1561,2,2011-06-14,77,58,67.5,49,57.0,0.0,3.0,0.0,6,2011
1562,1,2011-06-15,71,57,64.0,59,61.0,1.0,0.0,0.8,6,2011
1563,2,2011-06-15,72,57,64.5,59,62.0,0.0,0.0,0.84,6,2011
1564,1,2011-06-16,81,61,71.0,59,63.0,0.0,6.0,0.04,6,2011
1565,2,2011-06-16,81,62,71.5,59,63.0,0.0,7.0,0.03,6,2011
1566,1,2011-06-17,82,60,71.0,60,64.0,0.0,6.0,0.0,6,2011
1567,2,2011-06-17,82,64,73.0,60,65.0,0.0,8.0,0.0,6,2011
1568,1,2011-06-18,84,61,72.5,62,65.0,0.0,8.0,0.0,6,2011
1569,2,2011-06-18,83,63,73.0,62,66.0,0.0,8.0,0.0,6,2011
1570,1,2011-06-19,81,63,72.0,65,68.0,0.0,7.0,0.0,6,2011
1571,2,2011-06-19,83,65,74.0,65,69.0,0.0,9.0,0.0,6,2011
1572,1,2011-06-20,79,65,72.0,67,69.0,0.0,7.0,0.18,6,2011
1573,2,2011-06-20,80,69,74.5,67,69.0,0.0,10.0,1.23,6,2011
1574,1,2011-06-21,89,66,77.5,70,72.0,0.0,13.0,0.45,6,2011
1575,2,2011-06-21,89,69,79.0,70,73.0,0.0,14.0,0.08,6,2011
1576,1,2011-06-22,73,64,68.5,63,65.0,0.0,4.0,0.02,6,2011
1577,2,2011-06-22,75,66,70.5,62,65.0,0.0,6.0,0.02,6,2011
1578,1,2011-06-23,71,62,66.5,59,62.0,0.0,2.0,0.01,6,2011
1579,2,2011-06-23,72,63,67.5,60,63.0,0.0,3.0,0.05,6,2011
1580,1,2011-06-24,68,60,64.0,56,59.0,1.0,0.0,0.0,6,2011
1581,2,2011-06-24,68,60,64.0,55,59.0,1.0,0.0,0.0,6,2011
1582,1,2011-06-25,79,58,68.5,53,60.0,0.0,4.0,0.0,6,2011
1583,2,2011-06-25,78,61,69.5,52,60.0,0.0,5.0,0.0,6,2011
1584,1,2011-06-26,81,57,69.0,53,60.0,0.0,4.0,0.0,6,2011
1585,2,2011-06-26,80,64,72.0,53,61.0,0.0,7.0,0.0,6,2011
1586,1,2011-06-27,81,65,73.0,63,67.0,0.0,8.0,0.03,6,2011
1587,2,2011-06-27,80,67,73.5,64,67.0,0.0,9.0,0.14,6,2011
1588,1,2011-06-28,81,63,72.0,54,61.0,0.0,7.0,0.0,6,2011
1589,2,2011-06-28,81,65,73.0,53,61.0,0.0,8.0,0.0,6,2011
1590,1,2011-06-29,81,59,70.0,56,62.0,0.0,5.0,0.0,6,2011
1591,2,2011-06-29,80,63,71.5,55,62.0,0.0,7.0,0.0,6,2011
1592,1,2011-06-30,88,60,74.0,62,67.0,0.0,9.0,0.0,6,2011
1593,2,2011-06-30,89,66,77.5,61,67.0,0.0,13.0,0.03,6,2011
1594,1,2011-07-01,89,72,80.5,62,68.0,0.0,16.0,0.0,7,2011
1595,2,2011-07-01,89,70,79.5,63,68.0,0.0,15.0,0.01,7,2011
1596,1,2011-07-02,94,71,82.5,70,74.0,0.0,18.0,0.0,7,2011
1597,2,2011-07-02,93,73,83.0,71,74.0,0.0,18.0,0.0,7,2011
1598,1,2011-07-03,84,69,76.5,57,65.0,0.0,12.0,0.0,7,2011
1599,2,2011-07-03,86,70,78.0,58,65.0,0.0,13.0,0.0,7,2011
1600,1,2011-07-04,89,65,77.0,55,64.0,0.0,12.0,0.0,7,2011
1601,2,2011-07-04,88,68,78.0,53,63.0,0.0,13.0,0.0,7,2011
1602,1,2011-07-05,91,68,79.5,60,68.0,0.0,15.0,0.0,7,2011
1603,2,2011-07-05,92,67,79.5,59,68.0,0.0,15.0,0.0,7,2011
1604,1,2011-07-06,86,70,78.0,61,67.0,0.0,13.0,0.0,7,2011
1605,2,2011-07-06,87,71,79.0,60,67.0,0.0,14.0,0.0,7,2011
1606,1,2011-07-07,82,63,72.5,53,62.0,0.0,8.0,0.0,7,2011
1607,2,2011-07-07,81,66,73.5,55,63.0,0.0,9.0,0.07,7,2011
1608,1,2011-07-08,86,61,73.5,51,62.0,0.0,9.0,0.0,7,2011
1609,2,2011-07-08,86,65,75.5,52,63.0,0.0,11.0,0.0,7,2011
1610,1,2011-07-09,91,61,76.0,58,66.0,0.0,11.0,0.0,7,2011
1611,2,2011-07-09,90,67,78.5,60,68.0,0.0,14.0,0.0,7,2011
1612,1,2011-07-10,91,74,82.5,68,72.0,0.0,18.0,0.0,7,2011
1613,2,2011-07-10,91,75,83.0,67,72.0,0.0,18.0,0.0,7,2011
1614,1,2011-07-11,88,71,79.5,71,74.0,0.0,15.0,0.39,7,2011
1615,2,2011-07-11,90,70,80.0,70,74.0,0.0,15.0,0.13,7,2011
1616,1,2011-07-12,87,70,78.5,63,69.0,0.0,14.0,0.01,7,2011
1617,2,2011-07-12,88,71,79.5,64,69.0,0.0,15.0,0.01,7,2011
1618,1,2011-07-13,74,63,68.5,57,62.0,0.0,4.0,0.0,7,2011
1619,2,2011-07-13,74,66,70.0,57,63.0,0.0,5.0,0.0,7,2011
1620,1,2011-07-14,82,59,70.5,56,63.0,0.0,6.0,0.0,7,2011
1621,2,2011-07-14,82,65,73.5,56,63.0,0.0,9.0,0.0,7,2011
1622,1,2011-07-15,87,70,78.5,60,66.0,0.0,14.0,0.0,7,2011
1623,2,2011-07-15,86,71,78.5,60,67.0,0.0,14.0,0.0,7,2011
1624,1,2011-07-16,89,71,80.0,61,68.0,0.0,15.0,0.0,7,2011
1625,2,2011-07-16,90,74,82.0,60,68.0,0.0,17.0,0.0,7,2011
1626,1,2011-07-17,95,69,82.0,69,74.0,0.0,17.0,0.0,7,2011
1627,2,2011-07-17,95,74,84.5,69,74.0,0.0,20.0,0.0,7,2011
1628,1,2011-07-18,92,80,86.0,75,78.0,0.0,21.0,0.01,7,2011
1629,2,2011-07-18,93,81,87.0,74,77.0,0.0,22.0,0.0,7,2011
1630,1,2011-07-19,93,78,85.5,72,76.0,0.0,21.0,0.0,7,2011
1631,2,2011-07-19,92,79,85.5,73,77.0,0.0,21.0,0.0,7,2011
1632,1,2011-07-20,99,73,86.0,73,77.0,0.0,21.0,0.02,7,2011
1633,2,2011-07-20,100,77,88.5,73,77.0,0.0,24.0,0.0,7,2011
1634,1,2011-07-21,99,75,87.0,70,76.0,0.0,22.0,0.02,7,2011
1635,2,2011-07-21,101,82,91.5,72,77.0,0.0,27.0,0.0,7,2011
1636,1,2011-07-22,88,70,79.0,70,73.0,0.0,14.0,1.55,7,2011
1637,2,2011-07-22,100,71,85.5,70,74.0,3.40709171496761,5.647118990794408,0.14,7,2011
1638,1,2011-07-23,87,70,78.5,70,73.0,0.0,14.0,6.86,7,2011
1639,2,2011-07-23,87,70,78.5,70,73.0,0.0,14.0,0.04,7,2011
